Step,Current Year,Household ID,Laborers in Household,Migrants from Household,Household Size,Total Income,Local Off-Farm Income,Household Remittances,GTGP and non-GTGP Land Income
6,2022,32,0,1,4,19410.0,0.0,0,19410.0
6,2022,34,1,1,2,32040.0,0.0,19200,12840.0
6,2022,35,2,1,4,8160.0,0.0,0,8160.0
6,2022,36,2,1,6,17030.0,0.0,2000,15030.0
6,2022,39,2,1,3,6786.0,0.0,0,6786.0
6,2022,40,1,0,1,4954.0,0.0,0,4954.0
6,2022,41,4,1,6,35079.31282459658,4000.0,22299.312824596575,8780.0
6,2022,43,4,1,3,15540.0,0.0,0.0,15540.0
6,2022,45,5,1,6,14090.0,0.0,2000,12090.0
6,2022,46,2,1,5,28930.0,20000.0,0,8930.0
6,2022,47,1,1,3,13980.0,0.0,10000,3980.0
6,2022,48,5,1,6,17820.0,0.0,0,17820.0
6,2022,51,2,1,3,1909.2,0.0,0,1909.2
6,2022,53,2,1,3,37460.0,0.0,2000,35460.0
6,2022,54,2,1,2,17796.0,0.0,12000,5796.0
6,2022,55,2,1,2,11558.0,0.0,0,11558.0
6,2022,57,3,1,4,20520.0,20000.0,0,520.0
6,2022,63,1,1,3,25800.0,0.0,9000,16800.0
6,2022,64,0,1,2,6556.0,0.0,0,6556.0
6,2022,72,0,1,1,10382.0,0.0,2000,8382.0
6,2022,79,3,1,5,2320.0,0.0,0,2320.0
6,2022,81,1,1,2,18540.0,0.0,0,18540.0
6,2022,85,2,1,2,5080.0,0.0,0.0,5080.0
6,2022,91,2,1,3,9260.0,0.0,0.0,9260.0
6,2022,101,1,1,2,12040.0,0.0,0,12040.0
6,2022,102,2,1,3,21474.0,15000.0,0,6474.0
6,2022,103,2,0,2,16710.0,3000.0,0.0,13710.0
6,2022,104,1,1,1,9100.0,0.0,0,9100.0
6,2022,109,0,1,1,17400.0,0.0,0,17400.0
6,2022,118,1,1,3,25278.0,0.0,0,25278.0
6,2022,120,1,1,2,20507.6,0.0,0,20507.6
6,2022,121,3,1,3,21930.0,3600.0,0,18330.0
6,2022,123,1,1,3,12420.0,0.0,0,12420.0
6,2022,128,1,2,1,30200.859818472247,0.0,14440.859818472247,15760.0
6,2022,129,2,1,2,10150.0,0.0,0,10150.0
6,2022,132,0,1,1,20540.0,0.0,1000,19540.0
6,2022,133,2,1,5,26380.0,0.0,15000,11380.0
6,2022,134,5,1,10,13020.742672429678,0.0,8584.342672429682,4436.4
6,2022,135,1,1,3,17240.0,0.0,0,17240.0
6,2022,136,0,1,5,9854.400000000001,0.0,0,9854.400000000001
6,2022,137,2,1,5,11880.0,0.0,0,11880.0
6,2022,138,2,1,1,15483.86070913505,0.0,9867.86070913504,5616.0
6,2022,139,2,1,2,3832.0,0.0,0,3832.0
6,2022,140,2,1,4,13139.200000000004,7800.0,0,5339.2
6,2022,141,2,1,3,7320.0,0.0,0,7320.0
6,2022,142,2,1,3,11592.0,7200.0,0,4392.0
6,2022,143,4,1,2,1488.0,0.0,0.0,1488.0
6,2022,144,2,1,4,15000.0,0.0,0,15000.0
6,2022,145,0,1,2,13840.0,0.0,0,13840.0
6,2022,146,0,0,3,1020.0,0.0,0.0,1020.0
6,2022,148,3,1,4,24620.0,10400.0,5000.0,9220.0
6,2022,149,1,0,1,20440.0,7000.0,0.0,13440.0
6,2022,150,1,1,2,56856.0,48000.0,0,8856.0
6,2022,151,2,1,4,89120.0,0.0,0.0,89120.0
6,2022,154,2,0,3,47280.0,28000.0,0.0,19280.0
6,2022,155,1,1,4,27720.0,0.0,15000,12720.0
6,2022,157,0,1,0,3440.0,0.0,0,3440.0
6,2022,159,1,1,2,17008.0,0.0,0,17008.0
6,2022,160,2,1,2,31500.0,26400.0,0,5100.0
6,2022,161,4,1,5,11160.0,2000.0,0,9160.0
6,2022,163,2,1,3,23440.0,10000.0,10000,3440.0
6,2022,165,2,1,6,31234.0,30000.0,0,1234.0
6,2022,166,2,0,3,10620.0,0.0,0.0,10620.0
6,2022,167,2,1,4,8408.0,0.0,5000,3408.0
6,2022,168,2,1,3,1908.0,0.0,0,1908.0
6,2022,169,3,1,6,35786.0,0.0,20000,15786.0
